content,score,date,word_count
It always logs me out and I log back in but I'm having trouble logging back in and it's making me put my phone number and stuff and say I'm not a robot and the thing I'm not a robot keeps going on forever and I've done it over 100 times it will not let me back in and I have changed my old phone number to my new phone number but the message keeps going to my old phone number and not my new phone number,1,2024-09-19 08:27:49,87
"They hold my money until I prove that my transaction is for business and I have to provide extra info. They're a private business. Not the IRS. Additionally, they make it hard to se how much is in your paypal balance. I cannot find the wallet anywhere. And lastly, it cost extra fees to just transfer your own money to your bank account. And they prioritize advertising their own services first before the actual functionality. Showing me my money, transactions, etc. Never using paypal ever again!!",1,2024-09-19 04:04:54,86
"Danger!! Warning!! Keep away!!Don't even , if you want to keep you personal bank account safe, do not get involved with Paypal, they will disregard your payment choices and literally empty your personal bank account and not let you leave their service, they've become absolutely criminal. I do not recommend.",1,2024-09-19 02:08:06,50
"Overall, this is a great payment app with a ton of options like crypto. However, they will hold your money indefinitely. I've known people who've lost thousands. And they take more and more from transfers. Also, you and the sender/recipient have to pay fees to transfer money.",2,2024-09-19 01:24:46,47
How many times to need to proof I'm not robot ufffff....!!! If i am a robot why should i need to download this aap and for what i am person not stupid robot i have aslo blood in my in my body not D oil & wear why should i need proof that your I'm not robot,1,2024-09-18 23:58:18,57
This PayPal gives access to temporary email addresses & restricts email addresses with Real naming convention. Don't know how they get transactions without security or legal implications in place. Moreover app behaves erratically. I'll stop using this PayPal. Thank you for service in the past. 1#,1,2024-09-18 20:50:09,46
"Great app except that the moment you login on any device, the app sets to trust this device and stay logged in automatically, regardless of the device. This feature needs to be scrapped. Sick and tired of having to manually turn this feature off every time! Once I turn it off, keep it off.",1,2024-09-18 20:17:42,54
"AVOID! Used to be a great company. Now, I simply don't trust them. They've failed me 3 times and have lost hundreds of £. If you're looking for safety and coverage for your purchase, just avoid PayPal and get a credit card. It's much safer.",1,2024-09-18 18:40:16,45
"Stuck in an infinite loop security challenge, but can sign in fine on my computer. It needs me to verify my identity and to use my phone, but how do I do that when there's an infinite security challenge loop???? ETA: I got it and it tells me to confirm my identity, so I click on the link and it's just a white screen that doesn't even load. 🙂👍",1,2024-09-18 14:43:33,69
Paypal credit is a scam. Wanted to try paypal credit on ebay. Got approved and then it wouldn't go through for my purchase. Total trash. Just a scam for your information so they can sell it. Fix the garbage interface that runs the credit application a million times so paypal can refuse to approve your purchase. Complete scam amd would rate 0 if possible,1,2024-09-18 13:42:48,64
"I will write my concern here I hope this message finds you well. I am writing to inquire about the recent permanent limitation placed on my account. I genuinely believe there may have been a misunderstanding, as I do not recall any actions that would warrant such a measure.Could you please provide more details regarding the reasons for this limitation? I am eager to resolve any issues and clarify my account activity.Thank you for your attention to this matter. I appreciate your assistance.",1,2024-09-18 11:00:03,83
If you lose your number your screwed without takes 100 days to recovery it's there indirect way forigen to take your whole life's work and suspect there doing mail ware exhorting hope $ and still won't give you your info Yahoo took my id today so they can discredit me the countries that don't like us I blame America for this so you all need to fix it we the ppl pay for it,1,2024-09-18 09:13:50,74
